time,EMG1,EMG2,EMG3,flow,volume,poes,pgas,pdi
18.805,0.023736,0.0054384,0.0054416,0.19019,0.66157,-11.26,14.076,25.335
18.806,0.017826,0.020458,0.01038,0.19174,0.66137,-11.26,14.072,25.332
18.807,-0.050182,-0.050714,-0.022474,0.1933,0.66116,-11.26,14.068,25.329
18.808,0.017356,0.023436,-0.0031565,0.19485,0.66096,-11.26,14.065,25.325
18.809,0.022719,-0.0047185,0.03569,0.1964,0.66075,-11.26,14.061,25.322
18.81,-0.025704,0.016113,0.035909,0.19795,0.66054,-11.26,14.058,25.318
18.811,0.021901,0.018282,0.0094558,0.19949,0.66032,-11.26,14.054,25.314
18.812,-0.016053,-0.025221,0.022629,0.20104,0.66011,-11.26,14.05,25.31
18.813,0.014001,0.0099734,0.046181,0.20259,0.6599,-11.26,14.046,25.306
18.814,0.0040094,0.013392,0.068907,0.20414,0.65968,-11.259,14.043,25.302
18.815,-0.0091964,-0.026461,0.017737,0.20568,0.65946,-11.259,14.039,25.297
18.816,-0.0089297,-0.010967,0.046995,0.20723,0.65924,-11.258,14.035,25.293
18.817,0.018683,0.027698,0.061895,0.20877,0.65902,-11.257,14.031,25.288
18.818,-0.0067612,-0.058973,0.01993,0.21032,0.6588,-11.257,14.027,25.283
18.819,-0.01942,0.0052247,-0.012033,0.21186,0.65857,-11.256,14.023,25.278
18.82,-0.020767,-0.029552,0.043067,0.2134,0.65835,-11.254,14.019,25.273
18.821,-0.0023586,-0.023531,-0.034052,0.21495,0.65812,-11.253,14.015,25.268
18.822,-0.01181,0.00034177,-0.031158,0.21649,0.65789,-11.252,14.01,25.262
18.823,-0.0045833,-0.025072,0.0096573,0.21803,0.65766,-11.25,14.006,25.256
18.824,-0.041792,0.017581,-0.066668,0.21957,0.65743,-11.249,14.002,25.25
18.825,0.019919,-0.011949,-0.032549,0.22111,0.65719,-11.247,13.997,25.244
18.826,-0.0025283,0.022289,-0.027392,0.22264,0.65696,-11.245,13.993,25.238
18.827,-0.033291,0.012035,-0.01849,0.22418,0.65672,-11.243,13.988,25.231
18.828,0.0089478,0.035005,-0.0094611,0.22572,0.65648,-11.241,13.984,25.225
18.829,-0.0086952,-0.017259,-0.0451,0.22725,0.65624,-11.239,13.979,25.218
18.83,-0.018852,0.047673,-0.010989,0.22879,0.656,-11.237,13.974,25.211
18.831,0.015215,-0.011737,0.0085177,0.23032,0.65576,-11.235,13.969,25.204
18.832,-0.027816,0.013201,-0.0026932,0.23186,0.65551,-11.232,13.965,25.197
18.833,-0.027914,0.034617,-0.031961,0.23339,0.65527,-11.23,13.96,25.19
18.834,0.017282,0.015116,0.01872,0.23492,0.65502,-11.228,13.955,25.183
18.835,-0.0055603,-0.037111,0.014305,0.23645,0.65477,-11.225,13.95,25.176
18.836,0.014921,0.010715,0.0089713,0.23798,0.65452,-11.223,13.945,25.168
18.837,-0.00051663,-0.0046522,-0.0088666,0.23951,0.65427,-11.22,13.94,25.161
18.838,0.04586,0.025219,0.017415,0.24104,0.65401,-11.218,13.936,25.153
18.839,0.0051032,-0.010497,0.01381,0.24257,0.65376,-11.215,13.931,25.146
18.84,0.00053736,-0.020244,0.0034401,0.24409,0.6535,-11.212,13.926,25.138
18.841,0.06199,0.02064,0.041021,0.24562,0.65324,-11.21,13.921,25.131
18.842,-0.022816,-0.027238,-0.024079,0.24714,0.65299,-11.207,13.916,25.123
18.843,0.006457,0.0085039,0.010595,0.24867,0.65272,-11.204,13.912,25.115
18.844,-0.0041683,-0.0052193,0.026544,0.25019,0.65246,-11.201,13.907,25.108
18.845,0.011882,-0.010334,0.0015258,0.25171,0.6522,-11.198,13.902,25.1
18.846,-0.009121,0.022181,0.024849,0.25324,0.65193,-11.195,13.897,25.092
18.847,-0.028568,-0.028812,-0.0036872,0.25476,0.65166,-11.192,13.893,25.084
18.848,0.02416,0.015927,-0.010264,0.25628,0.65139,-11.188,13.888,25.076
18.849,-0.00055492,-0.005662,-0.0093874,0.2578,0.65112,-11.185,13.883,25.068
18.85,-0.021474,0.0081216,0.0059481,0.25931,0.65085,-11.182,13.879,25.061
18.851,0.028621,0.0024596,-0.020169,0.26083,0.65058,-11.179,13.874,25.052
18.852,0.019434,0.0026435,-0.023843,0.26235,0.6503,-11.175,13.869,25.044
18.853,-0.014288,0.0079789,-0.010274,0.26386,0.65003,-11.172,13.864,25.036
18.854,0.019366,-0.018459,-0.025487,0.26538,0.64975,-11.168,13.86,25.028
18.855,0.0077532,0.022837,0.016623,0.26689,0.64947,-11.165,13.855,25.02
18.856,0.0014284,0.019362,-0.0374,0.2684,0.64919,-11.161,13.851,25.012
18.857,0.013413,-0.03719,0.050475,0.26992,0.64891,-11.157,13.846,25.003
18.858,0.02282,0.024043,-0.027083,0.27143,0.64862,-11.154,13.841,24.995
18.859,-0.022356,0.001247,0.027807,0.27294,0.64834,-11.15,13.837,24.987
18.86,-0.017382,0.018809,0.014436,0.27445,0.64805,-11.146,13.832,24.979
18.861,0.025947,-0.040921,0.0029851,0.27595,0.64776,-11.142,13.828,24.97
18.862,-0.02185,0.042313,-0.0070059,0.27746,0.64747,-11.139,13.823,24.962
18.863,0.019829,-0.030775,0.015503,0.27897,0.64718,-11.135,13.819,24.954
18.864,-0.0058675,0.0095809,-0.050017,0.28047,0.64689,-11.131,13.815,24.945
18.865,-0.018938,0.0035738,0.036835,0.28198,0.64659,-11.127,13.81,24.937
18.866,-0.0043761,-0.00077921,-0.0054778,0.28348,0.6463,-11.123,13.806,24.929
18.867,0.0098412,-0.024873,-0.038858,0.28498,0.646,-11.12,13.801,24.921
18.868,0.0024371,0.021921,0.010789,0.28648,0.6457,-11.116,13.797,24.913
18.869,0.0043016,-0.028884,-0.01625,0.28798,0.6454,-11.112,13.792,24.905
18.87,-0.022516,0.024821,0.04865,0.28948,0.6451,-11.108,13.788,24.896
18.871,0.027006,-0.0054633,0.014156,0.29098,0.64479,-11.105,13.784,24.888
18.872,0.0086612,0.023024,0.025054,0.29248,0.64449,-11.101,13.78,24.88
18.873,-0.029381,0.019985,0.014411,0.29398,0.64418,-11.097,13.775,24.872
18.874,0.033785,-0.024947,0.02608,0.29547,0.64387,-11.093,13.771,24.864
18.875,-0.0070153,0.023728,0.012395,0.29697,0.64356,-11.09,13.767,24.856
18.876,-0.010009,0.0054591,-0.003792,0.29846,0.64325,-11.086,13.762,24.849
18.877,0.00052864,0.0081933,-0.023635,0.29995,0.64294,-11.082,13.758,24.841
18.878,-0.018258,0.0058435,-0.022138,0.30144,0.64263,-11.079,13.754,24.833
18.879,0.008791,0.0045371,-0.04048,0.30293,0.64231,-11.075,13.75,24.825
18.88,-0.0069641,0.035632,-0.00087635,0.30442,0.64199,-11.071,13.746,24.817
18.881,-0.0021589,-0.016951,-0.039091,0.30591,0.64167,-11.068,13.742,24.81
18.882,-0.018182,-0.045644,-0.014947,0.3074,0.64135,-11.064,13.738,24.802
18.883,-0.0046558,0.044458,-0.021185,0.30888,0.64103,-11.06,13.734,24.794
18.884,-0.034738,-0.049494,0.014132,0.31037,0.64071,-11.057,13.73,24.787
18.885,0.0038406,-0.021214,-0.028031,0.31185,0.64039,-11.053,13.726,24.78
18.886,-0.07355,-0.0078863,-0.046939,0.31333,0.64006,-11.049,13.723,24.772
18.887,0.040249,-0.019318,0.022414,0.31482,0.63973,-11.046,13.719,24.765
18.888,-0.02591,0.0087392,-0.032878,0.3163,0.6394,-11.042,13.715,24.758
18.889,-0.024305,-0.035198,-0.038529,0.31778,0.63907,-11.039,13.712,24.751
18.89,-0.010103,0.014172,-0.018631,0.31925,0.63874,-11.035,13.709,24.744
18.891,0.029797,0.023097,0.020558,0.32073,0.63841,-11.032,13.705,24.737
18.892,-0.002957,0.0043214,-0.020488,0.32221,0.63807,-11.028,13.702,24.73
18.893,-0.0067771,0.00067408,0.012732,0.32368,0.63774,-11.025,13.699,24.723
18.894,0.037065,0.02464,0.021613,0.32516,0.6374,-11.021,13.696,24.717
18.895,0.016174,-0.028454,0.030099,0.32663,0.63706,-11.018,13.693,24.711
18.896,-0.016593,0.033177,0.00026431,0.3281,0.63672,-11.015,13.69,24.704
18.897,0.03282,-0.018836,0.032981,0.32957,0.63638,-11.012,13.687,24.699
18.898,0.012677,0.020577,0.044343,0.33104,0.63603,-11.008,13.684,24.693
18.899,0.016288,-0.020721,-0.017409,0.33251,0.63569,-11.005,13.682,24.687
18.9,-0.014563,-0.016825,0.020931,0.33398,0.63534,-11.002,13.679,24.681
18.901,0.059586,-0.010323,-0.014302,0.33544,0.63499,-10.999,13.677,24.676
18.902,-0.025303,0.00043883,0.0082583,0.33691,0.63464,-10.996,13.674,24.671
18.903,0.025726,-0.024974,-0.015527,0.33837,0.63429,-10.993,13.672,24.666
18.904,0.014454,-0.039227,0.037281,0.33983,0.63394,-10.991,13.67,24.661
18.905,0.0069543,0.0052938,-0.025202,0.3413,0.63359,-10.988,13.668,24.656
18.906,-0.012389,-0.065127,0.0059498,0.34276,0.63323,-10.985,13.666,24.651
18.907,-0.0035633,0.010455,0.0069331,0.34421,0.63287,-10.982,13.664,24.647
18.908,0.036759,-0.024642,-0.0096171,0.34567,0.63252,-10.98,13.663,24.642
18.909,-0.0044058,0.00085532,-0.00011565,0.34713,0.63216,-10.977,13.661,24.638
18.91,0.024441,0.0075009,0.018854,0.34858,0.63179,-10.974,13.659,24.634
18.911,0.0036237,0.018792,0.017524,0.35004,0.63143,-10.972,13.658,24.63
18.912,0.020758,0.0097153,-0.04045,0.35149,0.63107,-10.969,13.657,24.626
18.913,0.027349,0.020694,0.035007,0.35294,0.6307,-10.967,13.655,24.622
18.914,0.016325,-0.016543,-0.0033422,0.35439,0.63034,-10.964,13.654,24.618
18.915,0.020728,0.01719,0.0046733,0.35584,0.62997,-10.962,13.653,24.615
18.916,0.017229,-0.0049039,-0.018412,0.35729,0.6296,-10.959,13.652,24.611
18.917,-0.0093481,0.02445,0.024933,0.35874,0.62923,-10.957,13.651,24.608
18.918,-0.010207,0.0081271,-0.0032989,0.36018,0.62885,-10.954,13.65,24.604
18.919,0.0042085,-0.017091,-0.0010488,0.36163,0.62848,-10.952,13.649,24.601
18.92,-0.035647,0.0023985,0.0078623,0.36307,0.6281,-10.949,13.648,24.598
18.921,-0.0080091,0.046477,0.0064327,0.36451,0.62773,-10.947,13.648,24.595
18.922,-0.012618,0.017154,0.017825,0.36596,0.62735,-10.944,13.647,24.592
18.923,-0.014778,0.0053653,0.0038071,0.36739,0.62697,-10.942,13.647,24.589
18.924,-0.010835,-0.016848,0.0016315,0.36883,0.62659,-10.939,13.647,24.586
18.925,-0.0077804,0.060897,-0.015715,0.37027,0.6262,-10.936,13.646,24.583
18.926,0.0042962,-0.038836,-0.003959,0.37171,0.62582,-10.934,13.646,24.58
18.927,0.027954,0.016616,0.018311,0.37314,0.62543,-10.931,13.646,24.577
18.928,-0.0034073,-0.0078108,-0.055115,0.37457,0.62505,-10.929,13.646,24.575
18.929,-0.0037366,0.017155,-0.030068,0.376,0.62466,-10.926,13.646,24.572
18.93,0.034875,0.0092584,-0.012707,0.37744,0.62427,-10.923,13.646,24.57
18.931,-0.011937,-0.04587,-0.041765,0.37886,0.62388,-10.921,13.647,24.567
18.932,-0.015324,0.029661,-0.0077544,0.38029,0.62348,-10.918,13.647,24.565
18.933,-0.023348,-0.011688,-0.0048574,0.38172,0.62309,-10.915,13.647,24.562
18.934,0.010674,0.0078196,-0.023377,0.38314,0.62269,-10.912,13.648,24.56
18.935,-0.034923,-0.014621,0.0087328,0.38457,0.62229,-10.909,13.648,24.557
18.936,0.015011,-0.013413,0.021498,0.38599,0.6219,-10.906,13.649,24.555
18.937,-0.043327,0.035087,-0.0087935,0.38741,0.6215,-10.903,13.649,24.552
18.938,-0.031887,-0.019378,0.031293,0.38883,0.62109,-10.899,13.65,24.549
18.939,0.041627,-0.025664,0.015435,0.39025,0.62069,-10.896,13.65,24.547
18.94,-0.0312,0.027261,-0.009856,0.39167,0.62029,-10.893,13.651,24.544
18.941,-0.017086,0.010619,0.002836,0.39308,0.61988,-10.89,13.652,24.541
18.942,0.010425,-0.0064213,0.041974,0.3945,0.61947,-10.886,13.652,24.538
18.943,-0.00056743,-0.010724,-0.018413,0.39591,0.61907,-10.883,13.653,24.536
18.944,-0.014278,0.017414,-0.020266,0.39732,0.61866,-10.879,13.654,24.533
18.945,0.033865,0.039146,0.0080099,0.39873,0.61824,-10.875,13.654,24.529
18.946,-0.018085,0.017529,0.021587,0.40014,0.61783,-10.871,13.655,24.526
18.947,0.0074777,-0.022145,-0.053393,0.40155,0.61742,-10.868,13.655,24.523
18.948,0.0038683,0.070309,0.02748,0.40296,0.617,-10.864,13.656,24.52
18.949,0.020107,0.0123,-0.025024,0.40436,0.61658,-10.86,13.656,24.516
18.95,-0.031514,0.020181,0.01422,0.40577,0.61617,-10.855,13.657,24.512
18.951,0.013614,-0.023438,0.0080034,0.40717,0.61575,-10.851,13.657,24.508
18.952,-0.0062822,0.022492,0.038424,0.40857,0.61533,-10.847,13.657,24.504
18.953,0.01929,-0.034774,-0.040727,0.40997,0.6149,-10.842,13.658,24.5
18.954,-0.01483,0.018596,0.054128,0.41137,0.61448,-10.838,13.658,24.496
18.955,-0.022149,-0.050978,-0.0013214,0.41276,0.61405,-10.833,13.658,24.491
18.956,0.015435,-0.035414,0.026717,0.41416,0.61363,-10.829,13.658,24.487
18.957,-0.0087627,-0.0063254,0.0077123,0.41555,0.6132,-10.824,13.658,24.482
18.958,0.0087696,-0.043608,0.029248,0.41694,0.61277,-10.82,13.658,24.477
18.959,0.028087,-0.040762,0.00071439,0.41833,0.61234,-10.815,13.658,24.472
18.96,-0.037436,-0.0016898,0.0021667,0.41972,0.61191,-10.81,13.657,24.467
18.961,0.016806,-0.001454,0.011584,0.42111,0.61147,-10.805,13.657,24.462
18.962,0.013599,-0.020976,0.012963,0.4225,0.61104,-10.8,13.657,24.457
18.963,-0.01123,0.012517,0.00085247,0.42388,0.6106,-10.795,13.656,24.451
18.964,0.0081254,0.042233,-0.046462,0.42527,0.61016,-10.79,13.655,24.446
18.965,0.014055,-0.017654,-0.014109,0.42665,0.60972,-10.786,13.655,24.44
18.966,-0.012376,0.00045792,-0.021005,0.42803,0.60928,-10.781,13.654,24.435
18.967,-0.0026238,0.017662,-0.0048708,0.42941,0.60884,-10.776,13.653,24.429
18.968,0.018053,-0.0048179,-0.023189,0.43079,0.6084,-10.771,13.652,24.423
18.969,-0.030793,0.033032,-0.030618,0.43216,0.60795,-10.766,13.651,24.417
18.97,-0.0003857,-0.0026603,-0.0057689,0.43354,0.60751,-10.761,13.65,24.411
18.971,0.0096928,-0.03715,0.017435,0.43491,0.60706,-10.756,13.649,24.405
18.972,-0.0026674,0.030917,-0.0035529,0.43628,0.60661,-10.751,13.648,24.399
18.973,-0.0089924,-0.020972,0.00099206,0.43765,0.60616,-10.746,13.646,24.392
18.974,0.023569,0.023348,0.0058613,0.43902,0.60571,-10.741,13.645,24.386
18.975,-0.024478,-0.014528,0.0084593,0.44039,0.60525,-10.736,13.643,24.379
18.976,0.019463,-0.018755,-0.0015879,0.44175,0.6048,-10.73,13.642,24.372
18.977,-0.00089844,0.025642,0.027876,0.44312,0.60434,-10.725,13.64,24.366
18.978,-0.024883,-0.00012085,-0.017189,0.44448,0.60389,-10.72,13.639,24.359
18.979,0.0177,-0.0036628,0.024807,0.44584,0.60343,-10.715,13.637,24.352
18.98,-0.015056,0.029364,0.021492,0.4472,0.60297,-10.71,13.635,24.345
18.981,-0.045674,-0.033109,-0.0089362,0.44856,0.60251,-10.704,13.633,24.338
18.982,0.039203,-0.010545,-0.026288,0.44991,0.60204,-10.699,13.632,24.331
18.983,-0.015171,0.016149,0.016775,0.45127,0.60158,-10.694,13.63,24.323
18.984,0.012507,0.011889,-0.016829,0.45262,0.60111,-10.688,13.628,24.316
18.985,-0.021381,-0.02547,-0.0031533,0.45397,0.60065,-10.683,13.626,24.309
18.986,0.042915,0.015699,-0.017919,0.45532,0.60018,-10.678,13.624,24.301
18.987,-0.0033755,0.0026442,0.011231,0.45667,0.59971,-10.672,13.622,24.294
18.988,0.016161,-0.037149,-0.038936,0.45802,0.59924,-10.667,13.62,24.286
18.989,0.0036549,0.049807,0.010643,0.45937,0.59877,-10.661,13.618,24.279
18.99,0.017073,-0.011188,-0.012514,0.46071,0.59829,-10.656,13.616,24.271
18.991,0.0039929,-0.0077208,-0.032452,0.46205,0.59782,-10.65,13.614,24.264
18.992,0.049106,-0.015156,-0.016847,0.46339,0.59734,-10.644,13.612,24.256
18.993,-0.026725,0.039671,-0.030604,0.46473,0.59687,-10.639,13.609,24.248
18.994,0.019067,-0.0011554,-0.022987,0.46607,0.59639,-10.633,13.607,24.24
18.995,-0.00063517,-0.033304,0.022832,0.46741,0.59591,-10.627,13.605,24.232
18.996,0.037365,0.041334,-0.017384,0.46874,0.59543,-10.621,13.603,24.225
18.997,-0.0297,0.02577,0.0092683,0.47007,0.59494,-10.616,13.601,24.217
18.998,-0.011683,-0.0090025,0.050431,0.4714,0.59446,-10.61,13.599,24.209
18.999,-0.019148,0.0050232,0.0032897,0.47273,0.59397,-10.604,13.596,24.201
19,0.00058799,0.046743,0.020409,0.47406,0.59349,-10.598,13.594,24.192
19.001,-0.026933,-0.00090133,0.019892,0.47539,0.593,-10.592,13.592,24.184
19.002,-0.0081774,0.0049505,0.034867,0.47671,0.59251,-10.586,13.59,24.176
19.003,-0.010153,0.012913,0.0022298,0.47803,0.59202,-10.58,13.587,24.168
19.004,-0.041145,0.0048894,-0.0082694,0.47936,0.59153,-10.574,13.585,24.159
19.005,-0.020827,-0.028836,-0.0027817,0.48068,0.59103,-10.568,13.583,24.151
19.006,0.026926,0.005396,0.010878,0.48199,0.59054,-10.562,13.58,24.142
19.007,-0.027617,-0.014225,0.0018349,0.48331,0.59004,-10.556,13.578,24.134
19.008,-0.014728,-0.032855,-0.0027865,0.48462,0.58955,-10.55,13.575,24.125
19.009,0.0076662,-0.0093835,0.016042,0.48594,0.58905,-10.544,13.572,24.116
19.01,-0.021187,-0.026703,0.02511,0.48725,0.58855,-10.538,13.57,24.108
19.011,0.016304,-0.019698,-0.029678,0.48856,0.58805,-10.532,13.567,24.099
19.012,-0.0017128,0.0069582,0.013106,0.48987,0.58754,-10.526,13.564,24.09
19.013,0.01045,0.010775,0.041903,0.49117,0.58704,-10.52,13.561,24.081
19.014,-0.005048,0.0040948,-0.006791,0.49248,0.58653,-10.514,13.558,24.072
19.015,0.041098,-0.005926,-0.011186,0.49378,0.58603,-10.508,13.555,24.063
19.016,0.022418,0.026112,0.012309,0.49508,0.58552,-10.502,13.552,24.054
19.017,0.029248,0.015484,0.011236,0.49638,0.58501,-10.496,13.549,24.044
19.018,0.020802,0.031405,-0.029667,0.49768,0.5845,-10.49,13.545,24.035
19.019,0.019652,0.024012,0.0044618,0.49897,0.58399,-10.484,13.542,24.026
19.02,0.053372,0.031725,-0.021161,0.50027,0.58348,-10.478,13.538,24.016
19.021,0.0060741,0.027112,0.010044,0.50156,0.58296,-10.472,13.535,24.007
19.022,0.023609,0.012496,0.0059884,0.50285,0.58245,-10.466,13.531,23.997
19.023,0.027716,-0.033768,-0.028309,0.50414,0.58193,-10.46,13.527,23.988
19.024,-0.0035857,0.009555,-0.015136,0.50543,0.58141,-10.454,13.524,23.978
19.025,0.0054677,-0.033967,0.0031446,0.50671,0.58089,-10.448,13.52,23.968
19.026,-0.0075134,-0.025514,-0.003102,0.508,0.58037,-10.442,13.516,23.957
19.027,-0.019849,-0.030671,0.022467,0.50928,0.57985,-10.435,13.512,23.947
19.028,-0.020031,-0.054088,-0.012896,0.51056,0.57933,-10.429,13.508,23.937
19.029,-0.050569,-0.020159,0.022734,0.51184,0.5788,-10.423,13.503,23.926
19.03,-0.00023602,-0.030099,-0.00019312,0.51312,0.57827,-10.417,13.499,23.916
19.031,-0.038635,-0.032567,0.0041427,0.51439,0.57775,-10.411,13.495,23.905
19.032,-0.017133,-0.0070628,-0.015768,0.51566,0.57722,-10.404,13.49,23.895
19.033,-0.0085914,-0.011461,-0.0028446,0.51694,0.57669,-10.398,13.486,23.884
19.034,-0.017079,-0.03213,0.0076553,0.51821,0.57616,-10.392,13.481,23.873
19.035,1.0789e-05,0.024066,-0.027598,0.51947,0.57563,-10.385,13.476,23.862
19.036,-0.0070596,0.0076302,0.01312,0.52074,0.57509,-10.379,13.472,23.851
19.037,0.012876,0.01714,-0.010202,0.522,0.57456,-10.372,13.467,23.839
19.038,-0.01069,0.025687,-0.0013785,0.52327,0.57402,-10.366,13.462,23.828
19.039,-0.010784,-0.012458,0.0027546,0.52453,0.57349,-10.359,13.457,23.816
19.04,0.030886,0.016991,-0.0047312,0.52579,0.57295,-10.352,13.452,23.804
19.041,-0.024371,0.01125,-0.0014074,0.52704,0.57241,-10.346,13.447,23.793
19.042,-0.01485,0.00011408,-7.6256e-05,0.5283,0.57187,-10.339,13.442,23.781
19.043,0.019459,0.015508,0.027371,0.52955,0.57132,-10.332,13.437,23.769
19.044,0.007187,0.014531,-0.0037503,0.5308,0.57078,-10.325,13.432,23.757
19.045,-0.024015,0.034824,0.014656,0.53205,0.57024,-10.318,13.426,23.745
19.046,0.0026796,-0.042758,-0.00023738,0.5333,0.56969,-10.311,13.421,23.732
19.047,-0.0045403,-0.0054507,0.01676,0.53455,0.56914,-10.304,13.416,23.72
19.048,0.0046434,0.03769,0.012414,0.53579,0.56859,-10.297,13.411,23.708
19.049,-0.01587,-0.012076,-0.011694,0.53704,0.56804,-10.289,13.405,23.695
19.05,-0.00034817,-0.038935,0.041043,0.53828,0.56749,-10.282,13.4,23.682
19.051,0.021076,0.022418,0.028721,0.53952,0.56694,-10.275,13.395,23.669
19.052,-0.013888,-0.014569,0.0073164,0.54075,0.56639,-10.267,13.389,23.656
19.053,0.0096314,-0.0054081,0.016372,0.54199,0.56583,-10.259,13.384,23.643
19.054,0.023922,-0.010849,0.0039908,0.54322,0.56528,-10.251,13.378,23.63
19.055,-0.0063961,-0.0076372,0.034932,0.54445,0.56472,-10.243,13.373,23.616
19.056,0.015617,0.022769,-0.0078268,0.54568,0.56416,-10.235,13.367,23.603
19.057,-0.029776,0.0031117,-0.039525,0.54691,0.5636,-10.227,13.362,23.589
19.058,0.047915,-0.0083878,0.027086,0.54813,0.56304,-10.219,13.356,23.575
19.059,-0.010795,-0.00994,0.017635,0.54936,0.56248,-10.211,13.35,23.561
19.06,-0.0084877,0.034761,-0.075613,0.55058,0.56191,-10.202,13.344,23.547
19.061,-0.0018297,0.0075667,0.025672,0.5518,0.56135,-10.194,13.339,23.532
19.062,0.0014696,-0.002782,-0.041621,0.55302,0.56078,-10.185,13.333,23.518
19.063,-0.026369,0.0042995,-0.016498,0.55424,0.56022,-10.176,13.327,23.503
19.064,-0.0019819,-0.0077713,-0.0063097,0.55545,0.55965,-10.168,13.321,23.489
19.065,0.0016232,0.033547,0.0071206,0.55666,0.55908,-10.159,13.315,23.474
19.066,-0.015151,-0.038692,-0.050947,0.55787,0.55851,-10.15,13.309,23.459
19.067,0.002798,0.029987,0.015198,0.55908,0.55794,-10.141,13.303,23.444
19.068,0.0063751,-0.065668,-0.021922,0.56029,0.55736,-10.132,13.297,23.429
19.069,0.0080478,0.063853,0.047299,0.56149,0.55679,-10.123,13.291,23.414
19.07,0.00046903,-0.024823,-0.021022,0.5627,0.55621,-10.113,13.285,23.398
19.071,0.018593,-0.011124,-0.015942,0.5639,0.55564,-10.104,13.279,23.382
19.072,-0.03569,0.0054183,0.0093926,0.56509,0.55506,-10.094,13.272,23.367
19.073,0.0098857,-0.011011,-0.0008742,0.56629,0.55448,-10.085,13.266,23.351
19.074,0.015946,0.033832,-0.00077679,0.56749,0.5539,-10.075,13.26,23.335
19.075,-0.029609,-0.033533,-0.0068828,0.56868,0.55332,-10.066,13.254,23.319
19.076,-0.0099038,0.036288,-0.0050534,0.56987,0.55274,-10.056,13.247,23.303
19.077,0.027647,-0.021171,-0.010489,0.57106,0.55215,-10.046,13.241,23.287
19.078,-0.015687,0.024741,-0.003328,0.57225,0.55157,-10.036,13.235,23.271
19.079,0.0073924,-0.021264,-0.019525,0.57343,0.55098,-10.026,13.229,23.255
19.08,0.0048589,-0.010637,0.013777,0.57462,0.55039,-10.016,13.222,23.238
19.081,-0.019608,0.022831,0.0044018,0.5758,0.54981,-10.006,13.216,23.222
19.082,0.018346,0.0036186,0.004051,0.57698,0.54922,-9.9957,13.209,23.205
19.083,-0.0067908,-0.01362,-0.014461,0.57815,0.54862,-9.9853,13.203,23.188
19.084,0.014223,-0.0088783,0.013086,0.57933,0.54803,-9.9749,13.196,23.171
19.085,-0.034097,0.013121,0.015916,0.5805,0.54744,-9.9643,13.19,23.154
19.086,0.012928,-0.013631,0.032271,0.58167,0.54684,-9.9536,13.183,23.137
19.087,0.0043588,0.0061897,-0.0087245,0.58284,0.54625,-9.9428,13.177,23.12
19.088,-0.016262,0.0099262,0.028553,0.58401,0.54565,-9.9319,13.17,23.102
19.089,-0.0094322,-0.0092537,0.034458,0.58518,0.54505,-9.9209,13.164,23.084
19.09,0.0004834,0.017612,0.00097288,0.58634,0.54446,-9.9099,13.157,23.067
19.091,0.024171,0.01726,0.010689,0.5875,0.54386,-9.8987,13.15,23.049
19.092,-0.0096743,0.0049986,0.046781,0.58866,0.54325,-9.8875,13.143,23.031
19.093,0.00092316,0.022213,-0.02538,0.58982,0.54265,-9.8762,13.137,23.013
19.094,0.0081955,0.027609,-0.00029688,0.59097,0.54205,-9.8648,13.13,22.995
19.095,-0.004382,-0.0041138,-0.007386,0.59212,0.54144,-9.8533,13.123,22.976
19.096,0.019231,0.011206,0.011669,0.59328,0.54084,-9.8417,13.116,22.958
19.097,-0.019313,0.037659,-0.033265,0.59442,0.54023,-9.83,13.109,22.939
19.098,0.028869,0.014402,0.0077939,0.59557,0.53962,-9.8181,13.102,22.921
19.099,-0.0066989,-0.062204,-0.028061,0.59672,0.53901,-9.8062,13.095,22.902
19.1,0.004637,0.013044,-0.011057,0.59786,0.5384,-9.7941,13.088,22.883
19.101,-0.0015027,-0.056859,-0.0075528,0.599,0.53779,-9.7819,13.081,22.863
19.102,0.023585,0.030215,-0.0022867,0.60014,0.53718,-9.7695,13.074,22.844
19.103,-0.031737,-0.018392,-0.026909,0.60128,0.53656,-9.757,13.067,22.824
19.104,0.002575,-0.062003,-0.014551,0.60241,0.53595,-9.7444,13.06,22.805
19.105,0.035051,0.038236,0.021681,0.60354,0.53533,-9.7317,13.053,22.785
19.106,-0.0063011,0.0062839,-0.038672,0.60467,0.53471,-9.7188,13.046,22.765
19.107,0.03017,-0.01254,-0.026878,0.6058,0.53409,-9.7058,13.039,22.745
19.108,-0.015118,0.026929,0.018102,0.60693,0.53347,-9.6927,13.032,22.725
19.109,-0.00049316,0.0074162,-0.048918,0.60805,0.53285,-9.6794,13.025,22.705
19.11,0.028139,0.0070391,0.045606,0.60917,0.53223,-9.6661,13.018,22.684
19.111,0.043157,0.0078805,0.0063227,0.61029,0.53161,-9.6527,13.011,22.664
19.112,-0.019752,0.013988,-0.02728,0.61141,0.53098,-9.6391,13.004,22.643
19.113,-0.026485,-0.0040505,0.013781,0.61253,0.53036,-9.6255,12.997,22.622
19.114,0.019253,0.024366,0.026372,0.61364,0.52973,-9.6117,12.99,22.601
19.115,0.013302,-0.0373,-0.01124,0.61475,0.52911,-9.5978,12.983,22.58
19.116,-0.0072911,-0.0079806,0.0067215,0.61586,0.52848,-9.5837,12.976,22.559
19.117,0.039918,-0.016602,-0.0037112,0.61697,0.52785,-9.5695,12.969,22.538
19.118,0.023567,-0.027147,-0.01577,0.61807,0.52722,-9.5552,12.961,22.517
